artifactNumber	ObjectName	BeginDate	group1	category1	material	Length	Width	Height	image
1968.0456.001	Wagon undercarriage	Unknown	Transport	Animal powered	wood;metal	350.0 cm	185.0 cm	125.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0456.001.aa.cs.png
1968.0461.001	Cart	Unknown	Transport	Animal powered	wood;metal	340.0 cm	180.0 cm	163.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0461.001.aa.cs.png
1968.0466.001	"""Receiver, radio"""	1923	Technology	Radio	wood->;synthetic->bakelite;metal->brass - possible;glass	16.5 cm	30.5 cm	15.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0466.001.aa.cs.png
1968.0467.001	"""Receiver, radio"""	1922	Technology	Radio	wood->;synthetic->bakelite;metal	16.5 cm	20.3 cm	15.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0467.001.aa.cs.png
1968.0468.001	"""Receiver, radio"""	1939	Technology	Radio	wood->oak;metal->;glass->;synthetic->bakelite	88.0 cm	37.8 cm	90.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0468.001.aa.cs.png
1968.0471.001	"""Saw, band"""	1944	Technology	Tools-Machine	Unknown	7.6 cm	5.1 cm	15.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0471.001.aa.cs.png
1968.0475.001	"""Converter, static frequency"""	1940	Technology	Telephony	metal->steel;synthetic	28.0 cm	13.0 cm	18.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0475.001.aa.cs.png
1968.0479.001	"""Cutter, tobacco"""	Unknown	Nature	Crop processing	metal->iron - possible;wood	47.0 cm	25.4 cm	6.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0479.001.aa.cs.png
1968.0481.001	Plane	Unknown	Technology	Tools-Hand	wood->;metal->steel	20.3 cm	7.0 cm	11.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0481.001.aa.cs.png
1968.0483.001	Lubricator	Unknown	Technology	Tool maintenance	metal->brass;wood	31.1 cm	11.2 cm	22.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0483.001.aa.cs.png
1968.0495.001	Vise	Unknown	Technology	Tools-Hand	wood->;metal->steel	49.5 cm	12.7 cm	88.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0495.001.aa.cs.png
1968.0496.001	Camera	1923	Craft	Cine cameras	metal->;synthetic->plastic;glass	10.2 cm	8.9 cm	3.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0496.001.aa.cs.png
1968.0500.001	"""Key, telegraph"""	1923	Technology	Telegraphy	metal->brass;wood->;resin->ebonite	26.8 cm	12.0 cm	7.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0500.001.aa.cs.png
1968.0501.001	"""Key, telegraph"""	1905	Technology	Telegraphy	metal->brass;metal->platinum;resin->ebonite;wood	19.4 cm	12.4 cm	12.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0501.001.aa.cs.png
1968.0502.001	"""Key, telegraph"""	1910	Technology	Telegraphy	metal;synthetic	12.7 cm	7.1 cm	3.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0502.001.aa.cs.png
1968.0503.001	Rheostat	1860	Technology	Measurement	metal->brass	19.0 cm	7.5 cm	9.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0503.001.aa.cs.png
1968.0504.001	Switch	Unknown	Technology	Telegraphy	wood->;metal->brass - possible;synthetic->bakelite	11.0 cm	11.5 cm	5.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0504.001.aa.cs.png
1968.0505.001	Capacitor	1915	Technology	Telephony	metal->aluminum;metal->copper;paper	12.0 cm	8.5 cm	4.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0505.001.aa.cs.png
1968.0506.001	Transformer	Unknown	Technology	Electricity & electronics	metal;fibre	8.3 cm	7.0 cm	6.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0506.001.aa.cs.png
1968.0508.001	Ammeter	Unknown	Technology	Measurement	metal;glass;wood	12.7 cm	12.7 cm	9.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0508.001.aa.cs.png
1968.0509.001	Relay	1920	Technology	Telegraphy	wood->;metal->iron;metal->brass;synthetic->bakelite;resin->rubber	13.5 cm	7.7 cm	13.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0509.001.aa.cs.png
1968.0510.001	"""Receiver, radio"""	1927	Technology	Radio	wood;metal;glass;fibre	71.4 cm	44.1 cm	30.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0510.001.aa.cs.png
1968.0514.001	Projector	Unknown	Craft	Still images	metal;glass;fibre	42.5 cm	18.7 cm	25.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0514.001.aa.cs.png
1968.0517.001	Propeller	Unknown	Transport	Vessel parts	metal->aluminum;wood->;resin->rubber;paper	37.0 cm	28.0 cm	19.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0517.001.aa.cs.png
1968.0518.001	"""Generator, signal"""	Unknown	Technology	Service-test equipment	metal->;synthetic->plastic;glass	47.0 cm	34.3 cm	22.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0518.001.aa.cs.png
1968.0519.001	Switch	Unknown	Technology	Transmission & distribution	metal->;synthetic->plastic	43.2 cm	35.6 cm	7.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0519.001.aa.cs.png
1968.0521.001	"""Receiver, radio"""	Unknown	Technology	Radio	metal	33.3 cm	12.1 cm	18.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0521.001.aa.cs.png
1968.0523.001	Capacitor	Unknown	Technology	Electricity & electronics	Unknown	34.3 cm	40.6 cm	14.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0523.001.aa.cs.png
1968.0525.001	Camera	Unknown	Craft	Still cameras	metal->aluminum;metal->brass;glass	48.3 cm	25.4 cm	33.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0525.001.aa.cs.png
1968.0527.001	Flowmeter	Unknown	Technology	Miscellaneous	metal;glass	95.9 cm	17.8 cm	20.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0527.001.aa.cs.png
1968.0529.001	"""Filter, power line"""	1930	Technology	Radio	wood;metal;ceramic;synthetic	27.9 cm	16.5 cm	7.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0529.001.aa.cs.png
1968.0531.001	Jack	1909	Transport	Operations	metal->cast-iron	58.4 cm	33.0 cm	71.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0531.001.aa.cs.png
1968.0532.001	"""Test set, radio frequency"""	1944	Technology	Radio	wood->;metal->aluminum;synthetic	35.5 cm	20.0 cm	24.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0532.001.aa.cs.png
1968.0533.001	"""Amplifier, voltage"""	Unknown	Technology	Service-test equipment	metal->aluminum;metal->copper;glass;synthetic	48.3 cm	26.4 cm	17.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0533.001.aa.cs.png
1968.0535.001	Camera base	1940	Craft	Still camera accessories	wood->;metal->;synthetic->foam	43.5 cm	39.0 cm	21.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0535.001.aa.cs.png
1968.0535.002	"""Base, mounting"""	1940	Craft	Still camera accessories	wood;metal	29.0 cm	28.0 cm	6.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0535.002.aa.cs.png
1968.0535.003	Base plate	1940	Craft	Still camera accessories	metal->;fibre->felt	23.5 cm	20.0 cm	1.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0535.003.aa.cs.png
1968.0539.001	"""Telephone, field"""	1942	Technology	Telephony	metal->steel;metal->brass;glass->;synthetic->bakelite;resin->rubber	38.0 cm	31.5 cm	14.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0539.001.aa.cs.png
1968.0540.001	"""Telephone, field"""	1943	Technology	Telephony	metal->steel;metal->copper;metal->brass;synthetic->bakelite;resin;fibre;paper	25.0 cm	16.0 cm	14.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0540.001.aa.cs.png
1968.0542.001	"""Converter, differential"""	Unknown	Technology	Miscellaneous	metal->cast-iron	38.1 cm	26.7 cm	22.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0542.001.aa.cs.png
1968.0545.001	Calibrating machine	Unknown	Technology	Miscellaneous	wood;metal;glass	215.9 cm	29.2 cm	33.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0545.001.aa.cs.png
1968.0547.001	Locomotive model	Unknown	Transport	Models	wood	241.3 cm	27.3 cm	40.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0547.001.aa.cs.png
1968.0549.001	"""Switch, protecting"""	Unknown	Technology	Telegraphy	wood->;metal->copper;metal->iron;glass	25.0 cm	10.0 cm	12.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0549.001.aa.cs.png
1968.0551.001	Telephone	1939	Technology	Telephony	synthetic->bakelite;synthetic->plastic;metal->steel;metal->brass;metal->copper;fibre;paper;skin	21.8 cm	10.5 cm	15.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0551.001.aa.cs.png
1968.0553.001	"""Key, telegraph"""	Unknown	Technology	Telegraphy	metal->steel;resin->ebonite;wood	22.2 cm	12.0 cm	6.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0553.001.aa.cs.png
1968.0554.001	"""Printer, tape"""	Unknown	Technology	Telegraphy	wood->;metal->brass	33.0 cm	28.0 cm	6.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0554.001.aa.cs.png
1968.0556.001	"""Tuner, antenna"""	1900	Technology	Radio	wood->;metal->brass;paper->;synthetic->bakelite	31.0 cm	30.0 cm	11.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0556.001.aa.cs.png
1968.0557.001	"""Receiver, telegraph"""	Unknown	Technology	Telegraphy	wood->;metal->copper;metal->brass;synthetic->bakelite	17.5 cm	17.5 cm	16.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0557.001.aa.cs.png
1968.0558.001	"""Receiver, radio"""	1920	Technology	Radio	wood->;synthetic->;metal->brass	41.0 cm	17.0 cm	31.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0558.001.aa.cs.png
1968.0561.001	Photograph collection	Unknown	Craft	Still images	glass;fibre;wood	7.6 cm	10.2 cm	40.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0561.001.aa.cs.png
1968.0562.001	Rheostat	1850	Technology	Measurement	Unknown	17.5 cm	4.0 cm	3.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0562.001.aa.cs.png
1968.0566.001	"""Receiver, radio"""	1919	Technology	Radio	wood->;synthetic->bakelite	6.4 cm	22.2 cm	15.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0566.001.aa.cs.png
1968.0567.001	"""Receiver, radio"""	1924	Technology	Radio	wood->;synthetic->bakelite;synthetic->plastic;metal	73.7 cm	35.6 cm	27.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0567.001.aa.cs.png
1968.0568.001	"""Receiver, radio"""	1924	Technology	Radio	wood;synthetic;metal;glass	101.6 cm	23.5 cm	22.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0568.001.aa.cs.png
1968.0569.001	"""Receiver, radio"""	1924	Technology	Radio	wood->;synthetic->bakelite;synthetic->plastic;glass;metal	30.5 cm	17.1 cm	17.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0569.001.aa.cs.png
1968.0570.001	Speaker	1928	Technology	Radio	metal->iron;paper	40.6 cm	50.8 cm	16.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0570.001.aa.cs.png
1968.0571.001	"""Receiver, radio"""	1926	Technology	Radio	wood;metal;synthetic;glass	45.7 cm	16.5 cm	30.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0571.001.aa.cs.png
1968.0572.001	"""Receiver, radio"""	1923	Technology	Radio	Unknown	21.6 cm	18.4 cm	17.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0572.001.aa.cs.png
1968.0574.001	"""Receiver, radio"""	1919	Technology	Radio	wood->;metal->copper;metal->galena;glass	38.1 cm	15.2 cm	16.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0574.001.aa.cs.png
1968.0575.001	"""Detector, magnetic"""	1902	Technology	Telegraphy	wood->mahogany;metal->copper;metal->brass;metal->iron	47.0 cm	19.0 cm	26.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0575.001.aa.cs.png
1968.0576.001	"""Transceiver, radio"""	1953	Technology	Radio	metal->;synthetic->plastic;fibre	32.3 cm	76.0 cm	26.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0576.001.aa.cs.png
1968.0577.001	"""Receiver, radio"""	1962	Technology	Radio	Unknown	12.0 cm	6.0 cm	9.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0577.001.aa.cs.png
1968.0579.001	Surgical kit	1860	Technology	Instruments	wood->ebony;wood->mahogany - possible;fibre->velvet;metal->brass;metal->steel;bone->ivory	43.7 cm	19.1 cm	9.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0579.001.aa.cs.png
1968.0580.001	Ammeter	1904	Technology	Measurement	metal->steel - possible;metal->brass - possible;glass->;paper->;resin->ebonite	27.5 cm	24.2 cm	11.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0580.001.aa.cs.png
1968.0581.001	"""Bell, alarm"""	1895	Transport	Alarms	wood->;metal->brass;glass	60.5 cm	31.0 cm	11.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0581.001.aa.cs.png
1968.0582.001	"""Dispenser, tape"""	Unknown	Technology	Office equipment	metal->iron - possible;metal->chromium;wood	31.8 cm	14.0 cm	14.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0582.001.aa.cs.png
1968.0584.001	Projector	Unknown	Craft	Cine images	metal->tin;metal->brass;glass	35.6 cm	35.6 cm	11.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0584.001.aa.cs.png
1968.0585.001	Camera	1914	Craft	Still cameras	wood->;metal->tin;metal->chromium;glass	14.3 cm	9.5 cm	10.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0585.001.aa.cs.png
1968.0586.001	Camera	1923	Craft	Cine cameras	metal->brass;metal->nickel;metal->tin;metal->aluminum - possible;skin->leather;glass	10.8 cm	7.0 cm	12.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0586.001.aa.cs.png
1968.0587.001	"""Cutter, gear"""	Unknown	Technology	Tools-Hand	metal->brass;metal->steel	10.5 cm	8.3 cm	9.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0587.001.aa.cs.png
1968.0588.001	"""Roller, print"""	Unknown	Craft	Still processing	paper->cardboard;stone->lava - possible;metal	8.9 cm	5.1 cm	3.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0588.001.aa.cs.png
1968.0589.001	Medical kit	1850	Technology	Chemicals & medications	glass->;wood->;metal->brass;paper;synthetic	25.4 cm	20.3 cm	20.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0589.001.aa.cs.png
1968.0591.001	"""Gauge, temperature"""	1918	Transport	Automotive parts	metal->brass;metal->lead	7.6 cm	7.6 cm	10.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0591.001.aa.cs.png
1968.0593.001	Filter	Unknown	Craft	Still processing	glass->;metal->tin	10.2 cm	15.2 cm	2.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0593.001.aa.cs.png
1968.0595.001	"""Plate, builder's"""	1942	Transport	Miscellaneous	metal->brass	35.6 cm	19.1 cm	1.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0595.001.aa.cs.png
1968.0601.001	"""Compass, beam"""	Unknown	Numbers	Drawing & measuring instruments	wood->;metal->steel;metal->brass	201.0 cm	10.5 cm	8.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0601.001.aa.cs.png
1968.0602.001	"""Base liner, stereoscopic"""	1945	Nature	Photogrammetry	metal;glass	106.7 cm	50.8 cm	2.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0602.001.aa.cs.png
1968.0603.001	Transit legs	Unknown	Nature	Measurement-angles	wood->oak;metal->brass	57.2 cm	6.4 cm	1.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0603.001.aa.cs.png
1968.0604.001	"""Press, Craft"""	1895	Craft	Image transfer	metal->cast-iron;metal->steel	139.7 cm	114.3 cm	104.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0604.001.aa.cs.png
1968.0606.001	Tractor	1934	Nature	Power sources	metal->;resin->rubber;synthetic->vinyl	250.0 cm	127.0 cm	180.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0606.001.aa.cs.png
1968.0617.001	Stove	1917	Technology	Food processing	metal->brass;glass->enamel;fibre->;stone->mica	50.8 cm	5.1 cm	7.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0617.001.aa.cs.png
1968.0620.001	Track car	Unknown	Nature	Barns & buildings	wood->;metal->iron	53.3 cm	12.7 cm	38.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0620.001.aa.cs.png
1968.0622.001	"""Receiver, radio"""	1907	Technology	Radio	wood->;metal->copper;synthetic->bakelite	34.0 cm	21.0 cm	9.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0622.001.aa.cs.png
1968.0624.001	"""Transmitter, radio"""	1918	Technology	Radio	metal->;synthetic->bakelite	19.3 cm	16.2 cm	11.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0624.001.aa.cs.png
1968.0626.001	"""Microwave cavity, radar"""	1945	Technology	Radar	metal->brass	17.5 cm	8.0 cm	4.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0626.001.aa.cs.png
1968.0630.001	"""Test set, microwave"""	1945	Technology	Radio	metal->brass;synthetic	21.5 cm	4.0 cm	7.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0630.001.aa.cs.png
1968.0631.001	"""Receiver, radio"""	1907	Technology	Radio	wood->;metal->brass;metal->copper;synthetic->bakelite	23.5 cm	19.0 cm	9.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0631.001.aa.cs.png
1968.0632.001	"""Transmitter, radio"""	1900	Technology	Radio	wood->oak - possible;metal->copper;metal->brass;synthetic->bakelite	23.0 cm	30.0 cm	14.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0632.001.aa.cs.png
1968.0633.001	"""Microwave cavity, radar"""	1940	Technology	Radar	metal->aluminum;metal->brass;synthetic;glass	31.0 cm	17.0 cm	9.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0633.001.aa.cs.png
1968.0634.001	Thresher	1935	Nature	Crop handling	metal->steel	609.0 cm	213.4 cm	213.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0634.001.aa.cs.png
1968.0637.001	Camera	1930	Craft	Cine cameras	metal->;glass->;skin->leather	24.1 cm	7.6 cm	15.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0637.001.aa.cs.png
1968.0638.001	Camera	1905	Craft	Still cameras	wood->mahogany;skin->leather;metal->nickel;metal->brass;bone->ivory	30.5 cm	9.5 cm	17.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0638.001.aa.cs.png
1968.0639.001	Regulator & recorder	1930	Technology	Measurement	metal->aluminum;metal->brass;wood;synthetic	28.0 cm	37.5 cm	12.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0639.001.aa.cs.png
1968.0640.001	Magnetron	1940	Technology	Radar	metal->brass;metal->copper;glass->;paper->cardboard	22.0 cm	8.0 cm	4.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0640.001.aa.cs.png
1968.0640.002	Magnetron	1940	Technology	Radar	metal->brass;metal->copper;glass->;paper->cardboard	22.0 cm	8.0 cm	4.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0640.002.aa.cs.png
1968.0641.001	Magnetron	1940	Technology	Radar	metal;glass	12.0 cm	9.0 cm	16.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1968.0641.001.aa.cs.png
